ID,cluster,text
A0A498LP30,19,Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Tetratricopeptide repeat protein 1) ROHU_012012 Cell membrane;Cytoplasm;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Nucleus;Palmitate;Phosphoprotein;Receptor;Reference proteome;Repeat;TPR repeat;Transducer;Transmembrane;Transmembrane helix caveola [GO:0005901]; cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; alpha1-adrenergic receptor activity [GO:0004937]; alpha2-adrenergic receptor activity [GO:0004938]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]; regulation of cardiac muscle contraction [GO:0055117]; regulation of vasoconstriction [GO:0019229] FUNCTION: This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-stimulated ERK signaling in cardiac myocytes. {ECO:0000256|ARBA:ARBA00025681}.
A0A3B1K0U0,19,Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) Cell membrane;Cytoplasm;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Nucleus;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix caveola [GO:0005901]; cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; alpha1-adrenergic receptor activity [GO:0004937]; alpha2-adrenergic receptor activity [GO:0004938]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]; regulation of cardiac muscle contraction [GO:0055117]; regulation of vasoconstriction [GO:0019229] FUNCTION: This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-stimulated ERK signaling in cardiac myocytes. {ECO:0000256|ARBA:ARBA00025681}.
A0A7K6C286,19,Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) Adra1b PTIVIO_R06437 Cell membrane;Cytoplasm;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Nucleus;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix caveola [GO:0005901]; cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]; regulation of cardiac muscle contraction [GO:0055117]; regulation of vasoconstriction [GO:0019229] FUNCTION: This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-stimulated ERK signaling in cardiac myocytes. {ECO:0000256|ARBA:ARBA00025681}.
A0A8C5X9A8,20,"Histamine H2 receptor (Gastric receptor I) Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A2I0UER1,20,"Histamine H2 receptor (Gastric receptor I) llap_5168 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A8C9QG16,20,"Histamine H2 receptor (Gastric receptor I) Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: The H2 subclass of histamine receptors mediates gastric acid secretion. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase. {ECO:0000256|ARBA:ARBA00053303}."
A0A668AIL1,20,"Histamine H2 receptor (Gastric receptor I) HRH2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A7N4NQZ3,20,"Histamine H2 receptor (Gastric receptor I) HRH2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A8B7QWA5,20,"Histamine H2 receptor (Gastric receptor I) HRH2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A1U7STV7,20,"Histamine H2 receptor (Gastric receptor I) HRH2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A6I9X8Y7,20,"Histamine H2 receptor (Gastric receptor I) LOC106537952 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A1V4KUC3,20,"Histamine H2 receptor (Gastric receptor I) HRH2 AV530_008071 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A1U7T8K9,20,"Histamine H2 receptor (Gastric receptor I) HRH2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: The H2 subclass of histamine receptors mediates gastric acid secretion. Also appears to regulate gastrointestinal motility and intestinal secretion. Possible role in regulating cell growth and differentiation. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase and, through a separate G protein-dependent mechanism, the phosphoinositide/protein kinase (PKC) signaling pathway. {ECO:0000256|ARBA:ARBA00054754}."
A0A7M7HCQ2,20,"Histamine H2 receptor (Gastric receptor I) Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A8C5L9W3,20,"Histamine H2 receptor (Gastric receptor I) Hrh2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: The H2 subclass of histamine receptors mediates gastric acid secretion. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase. {ECO:0000256|ARBA:ARBA00053303}."
A0A8J6GGI1,20,"Histamine H2 receptor (Gastric receptor I) LTLLF_156600 Cell membrane;Coiled coil;Cytoplasm;Disulfide bond;Exocytosis;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Neurotransmitter transport;Palmitate;Receptor;Synapse;Transducer;Transmembrane;Transmembrane helix;Transport cytosol [GO:0005829]; dendrite [GO:0030425]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; syntaxin binding [GO:0019905]; chemical synaptic transmission [GO:0007268]; exocytosis [GO:0006887]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; neurotransmitter transport [GO:0006836]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: The H2 subclass of histamine receptors mediates gastric acid secretion. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase. {ECO:0000256|ARBA:ARBA00053303}."
A0A8B7B3E7,20,"Histamine H2 receptor (Gastric receptor I) HRH2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; gastric acid secretion [GO:0001696]; positive regulation of vasoconstriction [GO:0045907]"
A0A9D4Q9T3,21,"G-protein coupled receptors family 1 profile domain-containing protein HPB52_004368 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
E9FX33,21,"G-protein coupled receptors family 1 profile domain-containing protein DAPPUDRAFT_42083 Cell membrane;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; adrenergic receptor activity [GO:0004935]; neurotransmitter receptor activity [GO:0030594]; octopamine receptor activity [GO:0004989]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A812E1W5,21,"HTR4 SPHA_64522 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]; adenylate cyclase-inhibiting serotonin receptor signaling pathway [GO:0007198]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A7M7TGW7,21,"G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A7M7HJZ8,21,"G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A672J5W7,21,"G-protein coupled receptors family 1 profile domain-containing protein htr6 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A8C6V0D8,21,"G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A7M7GQB3,21,"G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A0B2VKV6,21,"5-hydroxytryptamine receptor 1 5-HT7 Tcan_09013 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
E9G8X6,21,"G-protein coupled receptors family 1 profile domain-containing protein SerR DAPPUDRAFT_23299 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A7M7HMY7,21,"G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A8M6Z176,21,"5-hydroxytryptamine (serotonin) receptor 1Fa (5-hydroxytryptamine receptor 1F) htr1fa Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; alpha2-adrenergic receptor activity [GO:0004938]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; adenylate cyclase-inhibiting serotonin receptor signaling pathway [GO:0007198]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; lens morphogenesis in camera-type eye [GO:0002089]"
A0A6J0Y0I5,21,"5-hydroxytryptamine receptor 6 HTR6 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; positive regulation of cell communication [GO:0010647]; positive regulation of signaling [GO:0023056]"
A0A0N4U5A8,21,"G_PROTEIN_RECEP_F1_2 domain-containing protein DME_LOCUS6381 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
W5NP23,21,"5-hydroxytryptamine receptor 1D (Serotonin receptor 1D) Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-inhibiting serotonin receptor signaling pathway [GO:0007198]; adrenergic receptor signaling pathway [GO:0071875]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; regulation of behavior [GO:0050795]; regulation of locomotion [GO:0040012]; smooth muscle contraction [GO:0006939]; vasoconstriction [GO:0042310]"
A0A1L8HSD5,21,"Trace amine-associated receptor 1 LOC108719346 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting serotonin receptor signaling pathway [GO:0007198]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; positive regulation of MAPK cascade [GO:0043410]"
A0A6P4XU45,21,"5-hydroxytryptamine receptor 6-like LOC109462103 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix dendrite [GO:0030425]; plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]"
A0A1I8GLU4,22,G_PROTEIN_RECEP_F1_2 domain-containing protein Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A1I8JE50,22,G_PROTEIN_RECEP_F1_2 domain-containing protein Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A1I8FWQ2,22,G_PROTEIN_RECEP_F1_2 domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A183VWV4,22,G_PROTEIN_RECEP_F1_2 domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A1I8IUW3,22,G_PROTEIN_RECEP_F1_2 domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A1I8FSG9,22,G_PROTEIN_RECEP_F1_2 domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A183ACH2,22,G_PROTEIN_RECEP_F1_2 domain-containing protein ECPE_LOCUS4657 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A914ALS4,23,G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]
A0A433TV45,23,G-protein coupled receptors family 1 profile domain-containing protein EGW08_006824 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; melanocortin receptor activity [GO:0004977]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]
A0A3B4AQ84,23,G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]
